city,state,text,totalScore,cleaned_review,sentiment_score,sentiment
Kabupaten Pacitan,Jawa Timur,Alami natural banget,4.4,alami natural banget,0.1,Positif
Kabupaten Pacitan,Jawa Timur,Tres chouette,4.4,tres chouette,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Goa nya oke, banyak stalaktit dan stalakmit nya yang unik. Ada banyak pedagang di deket goanya, jadi bisa buat oleh-oleh. Overall, good but nothing special.",4.4,goa nya oke stalaktit stalakmit nya unik pedagang deket goanya oleholeh overall good but nothing special,0.3523809523809524,Positif
Kabupaten Pacitan,Jawa Timur,Amazing ....,4.4,amazing,0.6000000000000001,Positif
Kabupaten Pacitan,Jawa Timur,"Goa tercantik dan terindah di Pacitan ,,
Bukti ke Besaran Allah S.W.T  karena ciptaannya itu emg luar biasa indahnya..",4.4,goa tercantik terindah pacitan bukti besaran allah swt ciptaannya emg indahnya,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Ada tour guide yang mendampingi serta menceritakan seluk beluk goa gong..,4.4,tour guide mendampingi menceritakan seluk beluk goa gong,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Goa bawah tanah yang sangat menakjubkan. Sungguh sangat-sangat indah. Kedua kalinya saya kesini.
Mungkin karena konsep goa alami jadi secara penerangan di buat minim. Meski ada blowernya tapi tetap di dalam goa terasa sangat panas dan lembab. Tapi hal ini masih wajar karena di dalam goa minim sirkulasi udara.
Apalagi saat pengunjungnya banyak terasa tambah gerahnya.
Di dalam jalannya berupa tangga dari semen cor, di beberapa bagian cukup curam dan licin. Jadi wajib hati2 dan di sarankan bawa senter. Agar jalannya lebih tampak.
Lokasi pintu masuk goa tidak jauh dari parkiran, bisa jalan kaki kalau mau, kalau malas bisa pakai ojek. Tapi lokasi goanya masih jauh dari pintu masuknya, jadi harus jalan menanjak terlebih dahulu. Jalan menuju goa sudah tangga semen cor juga kok.
Ada yang jual cinderamata berupa gelang2 dari batu alam yang cantik2. Penjual makanan juga ada dan tidak terlalu mahal.",4.4,goa tanah menakjubkan sungguh sangatsangat indah kalinya kesini konsep goa alami penerangan minim blowernya goa panas lembab wajar goa minim sirkulasi udara pengunjungnya gerahnya jalannya tangga semen cor curam licin wajib hati2 sarankan bawa senter jalannya lokasi pintu masuk goa parkiran jalan kaki malas pakai ojek lokasi goanya pintu masuknya jalan menanjak jalan goa tangga semen cor jual cinderamata gelang2 batu alam cantik2 penjual makanan mahal,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Wisata murah meriah,tiket masuk yg 20.000 dewasa/anak anak 5000,,parkir mobil 5000 murah meriah, asyik tempatnya",4.4,wisata murah meriahtiket masuk yg 20000 dewasaanak anak 5000parkir mobil 5000 murah meriah asyik tempatnya,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Tempat Bagusss, sayang orang yang nawarin jasa senter, payung, ataupun pemandu sangat menganggu. Ditolak baik² malah ngelunjak hmmmm",4.4,bagusss sayang orang nawarin jasa senter payung pemandu menganggu ditolak baik² ngelunjak hmmmm,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Goa paling Bagus SE Asia tenggara,4.4,goa bagus asia tenggara,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"salah satu wisata alam di kabupaten pacitan yang sangat megah..
sangat cocok untuk tadabbur alam,menikmati keagungan Tuhan yang menciptakan keindahan.
dengan harga tiket cm 15 ribu rupiah,tak sebanding dengan keindahan yg kita dapatkan.
lokasi yg mudah dituju dan dipintu keluar kita akan disambut dengan pasar yang menjajakan",4.4,salah wisata alam kabupaten pacitan megah cocok tadabbur alammenikmati keagungan tuhan menciptakan keindahan harga tiket cm 15 ribu rupiahtak sebanding keindahan yg dapatkan lokasi yg mudah dituju dipintu disambut pasar menjajakan,0.0,Netral
Kabupaten Pacitan,Jawa Timur,masyaa Alloh.... keren,4.4,masyaa alloh keren,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Alam yang luar biasa,4.4,alam,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Berkunjung ke sini bersama rombongan teman2 untuk menikmati n mensyukuri keindahan alam berupa goa alami yang indah,4.4,berkunjung rombongan teman2 menikmati n mensyukuri keindahan alam goa alami indah,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Tidak terawat,4.4,terawat,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"It's a beautiful i admit, but the walk after you already got out of the tunnel is time consuming not because that you need to went through dozens of vendor(i quiet like it honestly) but because before you exit you need to go to this building that are not maintained properly and leaking everywhere making it a hazard for walking in the rainy season, but overall the experience is worth it, just need some repair in the buildinv that i mention",4.4,its a beautiful i admit but the walk after you already got out of the tunnel is time consuming not because that you need to went through dozens of vendori quiet like it honestly but because before you exit you need to go to this building that are not maintained properly and leaking everywhere making it a hazard for walking in the rainy season but overall the experience is worth it just need some repair in the buildinv that i mention,0.2916666666666667,Positif
Kabupaten Pacitan,Jawa Timur,tak bisa berkata-kata udah bagus banget,4.4,berkatakata udah bagus banget,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"goanya dirawat bersih, ga expect dalamnya panas bngt tp viewnya worth it.",4.4,goanya dirawat bersih ga expect dalamnya panas bngt tp viewnya worth it,0.3,Positif
Kabupaten Pacitan,Jawa Timur,"Lokasi  pariwisata,,alam, pegunungan,,goa yg menarik suasana alam air terdengar,, berjatuhan.  Tiket murah,  parkir  luas. Mudah dikunjungi.",4.4,lokasi pariwisataalam pegunungangoa yg menarik suasana alam air terdengar berjatuhan tiket murah parkir luas mudah dikunjungi,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Saya malas jalan jauh dari parkiran. Masih pula harus jalan naik turun tangga. Mau pulang juga harus muterin pasar souvenir -UNTUK APA- MasyaAllah lelah sekali. Ini contoh tempat wisata yang kalau dikelola pemda malah jadi amburadul.,4.4,malas jalan parkiran jalan turun tangga pulang muterin pasar souvenir masyaallah lelah contoh wisata dikelola pemda amburadul,0.0,Netral
Kabupaten Pacitan,Jawa Timur,masyaallah sangat indah ciptaan Allah ..🫰,4.4,masyaallah indah ciptaan allah,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Pas musim hujan sangat licin
Jadi tidak bisa menikmati pemandangan yang indah karena fokus supaya gak terpleset",4.4,pas musim hujan licin menikmati pemandangan indah fokus gak terpleset,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Luar biasa alami,4.4,alami,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Keren banget ..nggak rugi ke sini.,4.4,keren banget nggak rugi,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Bagus ..
Saran bawa penerangan sendiri boleh .. ataumau pake jaasa sewasl senter juga bisa ...
Kalo mw pake jasa tour guide juga bisa cukup 30k ...
Hati² terpeleset ya .. karena licin ...",4.4,bagus saran bawa penerangan ataumau pake jaasa sewasl senter kalo mw pake jasa tour guide 30k hati² terpeleset ya licin,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Goa Gong, Pacitan, Jawa Timur.. masuk kategori sbg salah satu goa terindah di asia tenggara..

Sy dtg saat weekend, dgn HTM 20.000 /org.. dari area parkir menuju pintu masuk goa gong, berjarak sekitar +/- 400 meter dgn jalan yg menanjak.. ada jasa ojek motor dgn tarif 5.000 rupiah dan pengunjung akan diantar smp ke atas..

Ada pula jasa pemandu dgn tarif 30.000 rupiah, yg akan menjelaskan mengenai setiap sudut &  ruang dari goa gong, mulai dari ruang marmer, ruang kristal, sendang mata air, sampai mempraktikkan memukul stalaktit/ stalagmit tertentu yg kemudian akan menghasilkan bunyi sprt gong..

Ada jasa penyewaan senter juga dgn tarif 5.000 rupiah, krn di dlm cukup gelap, walaupun sudah difasilitasi dgn adanya bbrp sumber penerangan..

Banyak pedagang oleh² mulai dari makanan camilan, pakaian, sampai batu akik..

Di dlm goa, ada lampu warna warni yg di pasang utk memberikan efek dramatis..  selalu perhatikan langkah, krn goa meneteskan air yg membuat jalan mnjd licin..",4.4,goa gong pacitan jawa timur masuk kategori sbg salah goa terindah asia tenggara sy dtg weekend dgn htm 20000 org area parkir pintu masuk goa gong berjarak 400 meter dgn jalan yg menanjak jasa ojek motor dgn tarif 5000 rupiah pengunjung diantar smp jasa pemandu dgn tarif 30000 rupiah yg sudut ruang goa gong ruang marmer ruang kristal sendang mata air mempraktikkan memukul stalaktit stalagmit yg menghasilkan bunyi sprt gong jasa penyewaan senter dgn tarif 5000 rupiah krn dlm gelap difasilitasi dgn bbrp sumber penerangan pedagang oleh² makanan camilan pakaian batu akik dlm goa lampu warna warni yg pasang utk efek dramatis perhatikan langkah krn goa meneteskan air yg jalan mnjd licin,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Terakhir menjelajahi goa itu waktu aku masih umur 8 tahunan kali ya. Dan 17 tahun kemudian aku mencoba untuk menjelajahi goa gong di pacitan. Awalnya agak kesel, ditawarin ojek karena katanya jauh. Tapi baru  naik ternyata udah langsung sampai aja. Padahal yang jalannya agak panjang tuh dari pintu masuk ke lokasi goa nya hahaha tapi overall aku puas dengan pemandangan yang disuguhkan. Kaya kembali ke masa anak” yang melihat sesuatu yang indah itu langsung takjub. Cuman agak nyesel kemarin  menolak tawaran pake pemandu wisata, karena pikirnya paling bosen. Gak akan lama ditempat itu",4.4,menjelajahi goa umur 8 tahunan kali ya 17 mencoba menjelajahi goa gong pacitan kesel ditawarin ojek udah langsung aja jalannya tuh pintu masuk lokasi goa nya hahaha overall puas pemandangan disuguhkan kaya anak indah langsung takjub cuman nyesel kemarin menolak tawaran pake pemandu wisata pikirnya bosen gak ditempat,0.1,Positif
Kabupaten Pacitan,Jawa Timur,"Kesini sekitar jam 3 sore dan untungnya sudah sepi, jadi ngga crowded.
Bebatuannya sangat bagus sekali, bapak guide nya juga sangat ramah",4.4,kesini jam 3 sore untungnya sepi ngga crowded bebatuannya bagus guide nya ramah,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Bagus. Cukup. Nggak ada kata2 lain.

Agak pengap aja. Padahal masih sepi",4.4,bagus nggak kata2 pengap aja sepi,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Goanya besar sekali..,4.4,goanya,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Jalur menuju goanya cocok buat treking. Pemandangannya bagus.
Dalam guanya sangat megah, formasi bebatuannya menakjubkan. Terdapat beberapa titik penerangan di dalam.
Sayangnya tidak ada petunjuk dimana letak batu yg berbunyi ketika dipukul, katanya harus sewa guide orang situ yang tau letaknya.",4.4,jalur goanya cocok treking pemandangannya bagus guanya megah formasi bebatuannya menakjubkan titik penerangan sayangnya petunjuk dimana letak batu yg berbunyi dipukul sewa guide orang situ tau letaknya,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Kapan lagi masuk.ke perut bumi?

Gua Gong ini obyek wisata yang wajib dikunjungi jika Anda senang wisata alam. Stalaktit dan stalakmitnya luar biasa indah!  Beberapa bahkan masih aktif (terus tumbuh).
Hindari akhir pekan dan waktu libur supaya bisa menikmati indahnya gua tanpa tergesa-gesa atau berdesakan. Pakai sepatu yang nyaman untuk berjalan krn Anda akan banyak naik turun undak2an.

Disclaimer: bagi yang takut tempat sempit dan takut gelap tidak disarankan ya. Bagi kaum sepuh yang sulit naik turun tangga juga tidak disarankan.",4.4,masukke perut bumi gua gong obyek wisata wajib dikunjungi senang wisata alam stalaktit stalakmitnya indah aktif tumbuh hindari pekan libur menikmati indahnya gua tergesagesa berdesakan pakai sepatu nyaman berjalan krn turun undak2an disclaimer takut sempit takut gelap disarankan ya kaum sepuh sulit turun tangga disarankan,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Terlalu banyak ibu² menawarkan lampu senter dan guide. Juga fotographer terlalu banyak malah mengganggu.,4.4,ibu² menawarkan lampu senter guide fotographer mengganggu,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Sangat indah,4.4,indah,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Di dalam goa sudah terdapat beberapa blower/kipas angin,4.4,goa blowerkipas angin,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"cobain aja ya masuk goa dipastikan uasikkk ada petualangan tersendiri, cuman aga panas gerah.. gunakan pakain tipis/ katun biar lebih nyaman",4.4,cobain aja ya masuk goa uasikkk petualangan tersendiri cuman aga panas gerah pakain tipis katun biar nyaman,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Gua karst yg ada di pegunungan.kunjungan kedua, sudah banyak perubahan",4.4,gua karst yg pegunungankunjungan perubahan,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Goa yang termasuk UNESCO geo park. Masuk pas weekday jadi sepi. Cuma ada 4 pengunjung. Tiket masuk kalo gak salah 20K perorang. Parkir motor 2K. Lokasi parkir motor di depan gua. Kalau parkir mobil agak jauh. Harus jalan kaki naik sekitar 100 m.,4.4,goa unesco geo park masuk pas weekday sepi 4 pengunjung tiket masuk kalo gak salah 20k perorang parkir motor 2k lokasi parkir motor gua parkir mobil jalan kaki 100 m,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Goa Alam yg cantik dgn stalagmit & stalagtitnya . Turunan tangganya curam & sempit , hrs ekstra hati3, Krn ada jg batu licin di antara turunannya , ticket hrga standar.",4.4,goa alam yg cantik dgn stalagmit stalagtitnya turunan tangganya curam sempit hrs ekstra hati3 krn jg batu licin turunannya ticket hrga standar,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Goa yang spesial
Rute tidak panjang tetapi stalaktit dan stalagmit nya unik
Ada yg bila dipukul menggema seperti gong
Ada yg tembus cahaya
Ada yg kilau nya seperti permata / kristal
Ada tiga 'kolam' di dalam dg penamaan dan mitos tertentu
Menyusuri goa sendiri ok aja, tapi bila ingin tahu detilnya bisa dg bantuan pemandu
Tarif pemandu 30k
Peminjaman senter 5k/senter
Peminjaman payung 5k/payung
Harga tiket masuk utk dewasa 20k/orang
Anak² 5k/anak
Jasa foto langsung jadi 20k/lbr
Ke sini saat weekday jadi sepi dan toko² / warung tutup",4.4,goa spesial rute stalaktit stalagmit nya unik yg dipukul menggema gong yg tembus cahaya yg kilau nya permata kristal kolam dg penamaan mitos menyusuri goa ok aja detilnya dg bantuan pemandu tarif pemandu 30k peminjaman senter 5ksenter peminjaman payung 5kpayung harga tiket masuk utk dewasa 20korang anak² 5kanak jasa foto langsung 20klbr weekday sepi toko² warung tutup,0.5,Positif
Kabupaten Pacitan,Jawa Timur,"It was really hot inside the cave; I thought it would be cool, but some spots had beautiful ice crystals",4.4,it was really hot inside the cave i thought it would be cool but some spots had beautiful ice crystals,0.48333333333333334,Positif
Kabupaten Pacitan,Jawa Timur,"Didalam goa sedikit panas sumuk rutenya lumayan panjang tp tidak buruk jg namanya goa ya isinya gitu""aja cuman menariknya ada lampu warna warni.",4.4,didalam goa panas sumuk rutenya lumayan tp buruk jg namanya goa ya isinya gituaja cuman menariknya lampu warna warni,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Goa nya bagus sekali..baru kali ini datang ke kab.pacitan,4.4,goa nya bagus sekalibaru kali kabpacitan,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Pakai alas kaki yang baik dan nyaman. Dalamnya agak pengap,4.4,pakai alas kaki nyaman dalamnya pengap,-0.4,Negatif
Kabupaten Pacitan,Jawa Timur,"Kami rombongan dari semarang ke Goa Gong, sangat bagus, ditambah suasana memang terasa jauh dari kebisingan, tingkatkan kebersihan dan fasilitas untuk para pengunjungnya, TOP markoTOP",4.4,rombongan semarang goa gong bagus ditambah suasana kebisingan tingkatkan kebersihan fasilitas pengunjungnya top markotop,0.5,Positif
Kabupaten Pacitan,Jawa Timur,tempat yang wajib di kunjugi,4.4,wajib kunjugi,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Bagus sekali, kapan"" kembali kesini lagi",4.4,bagus kesini,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Pemandangan yang indah,4.4,pemandangan indah,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Ya gitulah masuk goa.
Panas capek pengab.
Gpp sekalian ngajari anak. Biar tau gmn dalemannya goa.",4.4,ya gitulah masuk goa panas capek pengab gpp ngajari anak biar tau gmn dalemannya goa,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Grotte pas chère et agréable à visiter. Loin de tout le brouhaha des touristes !,4.4,grotte pas chère et agréable à visiter loin de tout le brouhaha des touristes,0.0,Netral
Kabupaten Pacitan,Jawa Timur,wisata susur goa di goa gong di daerah pacitan yang cukup ikonik,4.4,wisata susur goa goa gong daerah pacitan ikonik,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Ada cerita di balik gelapnya gua.,4.4,cerita gelapnya gua,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"sebuah wisata yang indah yang berada di pacitan, namun cukup disayangkan pelayanan petugas yg kurang ramah.",4.4,wisata indah pacitan disayangkan pelayanan petugas yg ramah,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"MasyaAllah....so beautiful....
Masuk kedalam bumi...👍👍😘😘🙏🙏",4.4,masyaallahso beautiful masuk kedalam bumi,0.85,Positif
Kabupaten Pacitan,Jawa Timur,"Dari purworejo sekitar 4.5 jam , akses jalan sudah bagus , lingkungan goa terjaga , hanya saja banyak tukang jasa foto yg sedikit menyita perhatian , sebaiknya jika pengunjung sedang fokus menikmati keindahan goa maka biarkan terlebih dahulu mereka menikmati krena kami datang jauh dri pacitan dan jangan trlalu menganggu konsentrasi karena medan di dalam goa curam dan licin juga minim penerangan , jadi saran saya itu kita harus berhati2 dan fokus saat explore di dalam goa",4.4,purworejo 45 jam akses jalan bagus lingkungan goa terjaga tukang jasa foto yg menyita perhatian pengunjung fokus menikmati keindahan goa biarkan menikmati krena dri pacitan trlalu menganggu konsentrasi medan goa curam licin minim penerangan saran berhati2 fokus explore goa,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Suara gongnya diluar expetasi
Tapi ya MasyaAllah
Allahumma barik",4.4,suara gongnya diluar expetasi ya masyaallah allahumma barik,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Sayang, kami masuk goa listrik padam shg blower udara off, terasa pengap.",4.4,sayang masuk goa listrik padam shg blower udara off pengap,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Keindahan alam yg luar biasa,4.4,keindahan alam yg,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Oleh oleh disekitar gua gong lebih murah dr pada dipusat oleh oleh,4.4,disekitar gua gong murah dr dipusat,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Nice place to visit,4.4,nice place to visit,0.6,Positif
Kabupaten Pacitan,Jawa Timur,"Sebuah gua yg terbentuk scr alamiah, sbgm umumnya dihiasi dg staktit dan stalakmit yg mnjadikn smkin elok, ada bgn batuan y dpt dipukul n dpt berbunyi sprt suara gong, lorong²nya ckp panjang n dalam dg medan y ckp mnantang  ... Pokoknya Good ❤️👍☝️",4.4,gua yg terbentuk scr alamiah sbgm dihiasi dg staktit stalakmit yg mnjadikn smkin elok bgn batuan y dpt dipukul n dpt berbunyi sprt suara gong lorong²nya ckp n dg medan y ckp mnantang pokoknya good,0.7,Positif
Kabupaten Pacitan,Jawa Timur,"Mantap.
Perlu sentuhan di bagian anak tangga dan pagar nya",4.4,mantap sentuhan anak tangga pagar nya,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Rute lumayan jauh.. jalan kaki.. goa bagus ...,4.4,rute lumayan jalan kaki goa bagus,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Goa istimewa,4.4,goa istimewa,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Pas penuh ramai bngt 😂,4.4,pas penuh ramai bngt,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Tempatny sangat bagus untuk melihat goa, unik banget buat pengalaman yang seru dengan orang-orang tersayang",4.4,tempatny bagus goa unik banget pengalaman seru orangorang tersayang,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Terbaik di Pacitan tempat wisata yang menyajikan stalakmit dan stalaktit yang sangat rupawan
Dengan jalan kaki hampir 1 jam bisa menikmati view yang sangat indah
Ditempuh kurang lebih 40 menit dari pusat kota Pacitan ke arah barat
Untuk parkir roda 4 dan roda 2 terpisah
Tersedia toko-toko yang menyediakan aneka oleh-oleh khas Goa Gong seperti kaos, akik, bros, cincin, makanan khas Pacitan
Enjoy view",4.4,terbaik pacitan wisata menyajikan stalakmit stalaktit rupawan jalan kaki 1 jam menikmati view indah ditempuh 40 menit pusat kota pacitan arah barat parkir roda 4 roda 2 terpisah tersedia tokotoko menyediakan aneka oleholeh khas goa gong kaos akik bros cincin makanan khas pacitan enjoy view,0.4,Positif
Kabupaten Pacitan,Jawa Timur,Suka sekali. Bagus banget. Effort utk sampai ke goa gong dibutuhkan kondisi yg fit. Walopun sampai pintu masuk bisa dicapai dgn naik ojek.. tp utk menjelajah goanya butuh tubuh yg fit😁 selain itu oleh oleh di obyek wisata goa gong sangat murah murah sekali. Ada sumber mata air yg airnya jernih dingin dan seger sekali. Buat cuci muka. Dan kmrn wku minum krn haus banget sampai tenggorokan kering.  Best lah pokoknya  nya. Satu yg tdk wku sukai... Akses jlnnya yg berliuk liuk.,4.4,suka bagus banget effort utk goa gong dibutuhkan kondisi yg fit walopun pintu masuk dicapai dgn ojek tp utk menjelajah goanya butuh tubuh yg fit obyek wisata goa gong murah murah sumber mata air yg airnya jernih dingin seger cuci muka kmrn wku minum krn haus banget tenggorokan kering best pokoknya nya yg tdk wku sukai akses jlnnya yg berliuk liuk,0.6,Positif
Kabupaten Pacitan,Jawa Timur,"Bagus tempatnya, cocok ya kesini pas weekday",4.4,bagus tempatnya cocok ya kesini pas weekday,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Tempat yg sepertinya mulai sepi, melihat beberapa bangunan tidak terawat, perlu adanya pembaruan tatakelola dan renovasi",4.4,yg sepi bangunan terawat pembaruan tatakelola renovasi,0.0,Netral
Kabupaten Pacitan,Jawa Timur,keren banget,4.4,keren banget,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Siapakan tenaga yang banyak. Naik turun tangga,4.4,siapakan tenaga turun tangga,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Bagus dan tertapi dan yg dibilang gong itu bunyian gema batu yg diketuk keras pake tanga keras dlm ruang hingga bergema seperti bunyi gong.,4.4,bagus tertapi yg dibilang gong bunyian gema batu yg diketuk keras pake tanga keras dlm ruang bergema bunyi gong,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Goa alami yang sungguh indah, keren mantul || dari parkiran jalan kaki naik cukup jauh, ada ojek sih bayar 5k tapi tanggung cuma sampai gerbang tiket selebihnya masih jalan kaki || didalam cukup pengap dan gerah, 1 orang dari rombonganku hampir aja pingsan didalam, walaupun sudah ada beberapa blower besar tapi tak cukup ampuh ""menggerakkan"" udara jika banyak orang yang masuk || hati-hati sewaktu jalan di dalam goa, jalannya cukup licin || didalam cukup gelap harap bawa senter sendiri / bisa sewa didepan goa 5k || bisa beli oleh-oleh disepanjang jalan turun",4.4,goa alami sungguh indah keren mantul parkiran jalan kaki ojek sih bayar 5k tanggung gerbang tiket selebihnya jalan kaki didalam pengap gerah 1 orang rombonganku aja pingsan didalam blower ampuh menggerakkan udara orang masuk hatihati jalan goa jalannya licin didalam gelap harap bawa senter sewa didepan goa 5k beli oleholeh disepanjang jalan turun,0.0,Netral
Kabupaten Pacitan,Jawa Timur,bagus,4.4,bagus,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Tempat yg sangat bagus skl, sangat mengagumkanNya. Mskpn panas di dlm dan capek jalan tp terbayarkan dgn keindahan di goa",4.4,yg bagus skl mengagumkannya mskpn panas dlm capek jalan tp terbayarkan dgn keindahan goa,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Bagus banget, tapi sebaiknya tidak bawa orang tua ataupun anak2. Karena udaranya tipis dan orang yg masuk terlalu banyak. Sirkulasi udaranya tidak bagus karena atmosphere udaranya pengap dan tipis sekali udaranya",4.4,bagus banget bawa orang tua anak2 udaranya tipis orang yg masuk sirkulasi udaranya bagus atmosphere udaranya pengap tipis udaranya,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Wow,4.4,wow,0.1,Positif
